"variable","post_mean","post_median","sd","lower95","lower90","upper90","upper95","model","label","party"
"b_zi_Intercept",0.327760961144,0.3243945,0.15967906545754,0.0222414875,0.070939625,0.59828375,0.647578375,"zero-inflated","Intercept","Democracts"
"b_zi_mask_mandate",-0.19128316607434,-0.191789,0.0823926328579384,-0.353114075,-0.3263091,-0.054267165,-0.02756546,"zero-inflated","State mask mandate","Democracts"
"b_zi_scaleage",0.3326788202,0.333398,0.0714713226336034,0.19153015,0.21606015,0.4459514,0.47055565,"zero-inflated","Age","Democracts"
"b_zi_scaleage65_prop",0.0302088225502,0.02937405,0.0738343017810091,-0.11374755,-0.093372755,0.1481894,0.174318925,"zero-inflated","Proportion over 65","Democracts"
"b_zi_scalecases_norm_l1",0.024484375641125,0.02526405,0.0421005792539696,-0.0587818875,-0.04451927,0.092508065,0.1053447,"zero-inflated","Cases","Democracts"
"b_zi_scaledeaths_norm_l1",-0.035380730239725,-0.03506415,0.0312329981980239,-0.0952949075,-0.08736622,0.016137585,0.02548793,"zero-inflated","Deaths","Democracts"
"b_zi_scaledpres",-0.00967880094739999,-0.0079675,0.382937087719126,-0.7701591,-0.65296495,0.6157443,0.718798275,"zero-inflated","Clinton vote share","Democracts"
"b_zi_scalefollowers",0.0295109417498525,0.02921355,0.0684187974688623,-0.110578175,-0.082814535,0.1424565,0.164104075,"zero-inflated","Followers","Democracts"
"b_zi_scalemargin_pc",0.022326266551175,0.0224042,0.103455214776177,-0.1875246,-0.1464009,0.18936245,0.221116125,"zero-inflated","Margin of victory","Democracts"
"b_zi_scalemedianIncomeE",-0.003206624116995,-0.003464235,0.0679519999808328,-0.13844635,-0.1146153,0.10476085,0.12985945,"zero-inflated","Median income","Democracts"
"b_zi_scalenet_trump_vote",-0.01611981052025,-0.01926705,0.393953236400981,-0.78003595,-0.6594526,0.62434535,0.7505508,"zero-inflated","Net Trump vote","Democracts"
"b_zi_scalenokken_poole_dim1",-0.072282228540975,-0.07161495,0.0741376816037438,-0.218831175,-0.194437,0.04601997,0.0719960325,"zero-inflated","Ideology (DW Nominate 1)","Democracts"
"b_zi_scalenokken_poole_dim2",-0.08320147568605,-0.0834111,0.0749330863756607,-0.23325565,-0.206701,0.0422016,0.065687965,"zero-inflated","Ideology (DW Nominate 2)","Democracts"
"b_zi_scaleVery.low.density",0.06611537425775,0.0664384,0.0775386699525655,-0.0840613325,-0.061801345,0.19477235,0.21835115,"zero-inflated","Population density ","Democracts"
"r_yr_wk__zi[2020_13,Intercept]",1.281761124,1.28106,0.222601726921059,0.856955375,0.9211403,1.65143,1.72886325,"zero-inflated","CDC (offset)","Democracts"
"r_yr_wk__zi[2020_21,Intercept]",-0.05296231069335,-0.0533894,0.18582372447145,-0.415554425,-0.35454155,0.2532804,0.306586275,"zero-inflated","Biden mask (offset)","Democracts"
"r_yr_wk__zi[2020_28,Intercept]",-0.162528659874575,-0.160345,0.190128994668932,-0.543023725,-0.4796628,0.14841495,0.1975031,"zero-inflated","Trump mask (offset)","Democracts"
"r_yr_wk__zi[2020_44,Intercept]",-1.407724894,-1.404195,0.205073095406936,-1.81850525,-1.751221,-1.07387,-1.01652325,"zero-inflated","Election (offset)","Democracts"
"r_yr_wk[2020_13,Intercept]",-0.71954576375,-0.7140565,0.171464007525218,-1.06149025,-1.0096665,-0.44213305,-0.390656725,"beta","CDC (offset)","Democracts"
"r_yr_wk[2020_21,Intercept]",0.120950734995025,0.1221155,0.117770148134059,-0.11614855,-0.07352372,0.3189422,0.34806845,"beta","Biden mask (offset)","Democracts"
"r_yr_wk[2020_28,Intercept]",-0.0601900160310825,-0.0596911,0.117553056657042,-0.2904186,-0.2561072,0.1352569,0.172351225,"beta","Trump mask (offset)","Democracts"
"r_yr_wk[2020_44,Intercept]",0.511583489,0.5136015,0.102811092923884,0.3080197,0.341116,0.6777829,0.7097716,"beta","Election (offset)","Democracts"
"b_genderM",-0.34033526630075,-0.340318,0.215346159668914,-0.758598475,-0.6868862,0.0184940699999999,0.0766857600000001,"beta","Gender","Republicans"
"b_Intercept",-0.50609631758925,-0.5029005,0.212797479329242,-0.9228945,-0.8546613,-0.165806700000001,-0.0821864774999999,"beta","Intercept","Republicans"
"b_mask_mandate",0.274929568015,0.2745365,0.0611651244772682,0.1570872,0.1749073,0.3764477,0.39450295,"beta","State mask mandate","Republicans"
"b_scaleage",0.069896010773025,0.06909415,0.0555450104830774,-0.03900351,-0.01898085,0.16051135,0.180218925,"beta","Age","Republicans"
"b_scaleage65_prop",0.00133229147977,0.001749785,0.0683088551382372,-0.132368175,-0.109981,0.1137389,0.133022875,"beta","Proportion over 65","Republicans"
"b_scalecases_norm_l1",0.1407664820675,0.1412575,0.0382467036822818,0.0653625425,0.077759785,0.20187445,0.215051,"beta","Cases","Republicans"
"b_scaledeaths_norm_l1",0.0276380926346,0.0270865,0.0286742671406252,-0.027754835,-0.01974826,0.074399935,0.0831040925,"beta","Deaths","Republicans"
"b_scaledpres",-0.233695066363,-0.2372885,0.224578435238834,-0.66812285,-0.60705695,0.13271265,0.19811855,"beta","Clinton vote share","Republicans"
"b_scalefollowers",-0.0669615900837,-0.06785215,0.0660484554470694,-0.1958531,-0.17619895,0.04154662,0.06434907,"beta","Followers","Republicans"
"b_scalemargin_pc",0.15512888830125,0.154651,0.0976054493968843,-0.03994702,-0.0057986845,0.31818645,0.3453072,"beta","Margin of victory","Republicans"
"b_scalemedianIncomeE",-0.110784492720075,-0.111571,0.0768091572776616,-0.260562275,-0.2375799,0.016016635,0.04047458,"beta","Median income","Republicans"
"b_scalenet_trump_vote",-0.30014264479675,-0.301283,0.24343549664733,-0.761956025,-0.7001839,0.10595905,0.177775525,"beta","Net Trump vote","Republicans"
"b_scalenokken_poole_dim1",-0.155208229825945,-0.154313,0.0684149532355487,-0.2904552,-0.26794265,-0.04203086,-0.024034485,"beta","Ideology (DW Nominate 1)","Republicans"
"b_scalenokken_poole_dim2",-0.05111906270487,-0.04995415,0.0708065756967178,-0.19054885,-0.1692082,0.06192123,0.0832191450000001,"beta","Ideology (DW Nominate 2)","Republicans"
"b_scaleVery.low.density",-0.049055098138025,-0.0479913,0.0776942916478427,-0.20193805,-0.17674835,0.073869025,0.0971252125000001,"beta","Population density ","Republicans"
"b_zi_genderM",0.2120675264065,0.207325,0.257755495883995,-0.28397,-0.21014455,0.64658065,0.7238054,"zero-inflated","Gender","Republicans"
"b_zi_Intercept",0.792121955105,0.792708,0.278982086887902,0.24315405,0.330879,1.2481565,1.3299235,"zero-inflated","Intercept","Republicans"
"b_zi_mask_mandate",-0.19504520877725,-0.1958185,0.0860290933545665,-0.360606475,-0.3376733,-0.0495041700000001,-0.0218667425,"zero-inflated","State mask mandate","Republicans"
"b_zi_scaleage",0.093390587056375,0.09413705,0.0677814230662351,-0.0383336925,-0.017921735,0.2049936,0.22562845,"zero-inflated","Age","Republicans"
"b_zi_scaleage65_prop",0.0187663045401,0.02097195,0.0801974753029711,-0.141787525,-0.11762575,0.1482925,0.172386425,"zero-inflated","Proportion over 65","Republicans"
"b_zi_scalecases_norm_l1",0.0701257766257975,0.0700829,0.0578467117185208,-0.0435129325,-0.02502643,0.16660775,0.1856851,"zero-inflated","Cases","Republicans"
"b_zi_scaledeaths_norm_l1",-0.044525821976725,-0.04496155,0.0444890919805493,-0.131478325,-0.1167786,0.029967725,0.044490155,"zero-inflated","Deaths","Republicans"
"b_zi_scaledpres",-0.306880027888,-0.307791,0.263012007374687,-0.816155175,-0.73884435,0.12902585,0.203140875,"zero-inflated","Clinton vote share","Republicans"
"b_zi_scalefollowers",0.1566305965637,0.1559595,0.0714027140745534,0.018970995,0.04062139,0.27509675,0.300014625,"zero-inflated","Followers","Republicans"
"b_zi_scalemargin_pc",0.129112200994375,0.1281145,0.121063758266854,-0.108219175,-0.070460425,0.3296469,0.368297075,"zero-inflated","Margin of victory","Republicans"
"b_zi_scalemedianIncomeE",-0.13153364542485,-0.132011,0.0912372032106255,-0.30760585,-0.2792746,0.021385025,0.0504319000000001,"zero-inflated","Median income","Republicans"
"b_zi_scalenet_trump_vote",-0.1490100227359,-0.149001,0.283829171532271,-0.705844625,-0.62285555,0.327201749999999,0.414573375,"zero-inflated","Net Trump vote","Republicans"
"b_zi_scalenokken_poole_dim1",0.0064421411728,0.00633145,0.0823410254664179,-0.156496775,-0.1319875,0.1409784,0.173271925,"zero-inflated","Ideology (DW Nominate 1)","Republicans"
"b_zi_scalenokken_poole_dim2",-0.008951384163925,-0.00962665,0.0848674795588911,-0.173211625,-0.1451127,0.1315463,0.157543,"zero-inflated","Ideology (DW Nominate 2)","Republicans"
"b_zi_scaleVery.low.density",-0.073379536013225,-0.0735123,0.0940507409287763,-0.25686375,-0.22827645,0.0781430049999998,0.1106769,"zero-inflated","Population density ","Republicans"
"r_yr_wk__zi[2020_13,Intercept]",-0.5259816655825,-0.5207005,0.206032591211784,-0.939091675,-0.86596635,-0.1984017,-0.12050065,"zero-inflated","CDC (offset)","Republicans"
"r_yr_wk__zi[2020_21,Intercept]",0.222319560959225,0.222139,0.217167988190043,-0.211155525,-0.13173905,0.5879529,0.6462027,"zero-inflated","Biden mask (offset)","Republicans"
"r_yr_wk__zi[2020_28,Intercept]",-0.62409817955,-0.6241895,0.206445760782276,-1.028608,-0.9576781,-0.2795817,-0.22182075,"zero-inflated","Trump mask (offset)","Republicans"
"r_yr_wk__zi[2020_44,Intercept]",-0.868827903375,-0.8658795,0.205375312967599,-1.27212975,-1.208383,-0.53943995,-0.472973425,"zero-inflated","Election (offset)","Republicans"
"r_yr_wk[2020_13,Intercept]",-0.045756230019225,-0.0432785,0.124587362732673,-0.293322925,-0.252231,0.1536527,0.191305525,"beta","CDC (offset)","Republicans"
"r_yr_wk[2020_21,Intercept]",-0.1463079110175,-0.144745,0.145670845735675,-0.4367189,-0.3901315,0.0887927899999999,0.130729525,"beta","Biden mask (offset)","Republicans"
"r_yr_wk[2020_28,Intercept]",0.1742424616255,0.1736485,0.116609702990297,-0.0557480325,-0.01668129,0.3655773,0.40016295,"beta","Trump mask (offset)","Republicans"
"r_yr_wk[2020_44,Intercept]",0.000920967443474998,0.0022181,0.112946653918019,-0.221026975,-0.1872408,0.18614115,0.219919,"beta","Election (offset)","Republicans"
